id,doc,line,mark,ruled_in,reason,zones,fields,values_governed,verdict,reaches,direction,confidence,reader_note,reader_zones,alarming
00050,or/clackamas/_unincorporated/zdo.315.txt,1398,1,or/clackamas/_unincorporated,"note 1 sends minimum and maximum lot size to Sections 1012 and 1107. Minimum lot size here comes from Section 845.01, and maximum lot size is not encoded","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,inferred,"Our pod goes on an existing lot of record, and this note lets such a lot be developed notwithstanding the minimum and maximum lot size standards, so the encoded min/max lot size does not bind an undersized lot of record.",,False
00051,or/clackamas/_unincorporated/zdo.315.txt,1400,2,or/clackamas/_unincorporated,"note 2 is the townhouse one-third DLA again, carried by this layer's `unless: [unit_lots]` lever rather than as a standard on the parent lot","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,inferred,"The note removes the minimum lot size and cuts the density land area to a third for attached-townhouse development under Section 845; whether a four-unit quadplex kept on one lot counts as townhouses here is not settled by the words, but either reading only relaxes the standard.",,False
00052,or/clackamas/_unincorporated/zdo.315.txt,1402,3,or/clackamas/_unincorporated,note 3 confines the minimum and maximum lot size standards to lots for townhouses. Neither is encoded from this table,"['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,inferred,"It confines the lot size standards to townhouse lots, so if our quadplex on one undivided lot is not a lot for townhouses the min and max lot size drop away entirely; if it is, nothing moves - never stricter.",,False
00053,or/clackamas/_unincorporated/zdo.315.txt,1404,4,or/clackamas/_unincorporated,"note 4 confines the maximum lot size standard, which is not encoded","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,neither,inferred,"A quadplex is middle housing and we are not doing a middle housing land division, so the note confirms the maximum lot size applies to us exactly as printed without moving the number.",,False
00054,or/clackamas/_unincorporated/zdo.315.txt,1406,5,or/clackamas/_unincorporated,"note 5 offers an average-lot-size alternative in a subdivision. A lot-size standard, and this layer takes lot size from Section 845","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,agree,not_ours,,clear,An alternative compliance path measured across a land division; we place one pod on an existing lot and create no lots.,,False
00055,or/clackamas/_unincorporated/zdo.315.txt,1408,6,or/clackamas/_unincorporated,"note 6 is note 5 at 5,000 square feet. Same reason","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,agree,not_ours,,clear,Land-division averaging alternative; we create no lots.,,False
00056,or/clackamas/_unincorporated/zdo.315.txt,1410,7,or/clackamas/_unincorporated,"note 7 is note 5 at 2,500 square feet. Same reason","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,agree,not_ours,,clear,Land-division averaging alternative; we create no lots.,,False
00057,or/clackamas/_unincorporated/zdo.315.txt,1412,8,or/clackamas/_unincorporated,note 8 calculates coverage on the parent lot for a middle housing lot. The percentage is unchanged and this layer screens the parent lot,"['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,agree,not_ours,,clear,"Conditioned on a lot created by a middle housing land division; all four of our units stay on one undivided lot, so there is no parent lot.",,False
00058,or/clackamas/_unincorporated/zdo.315.txt,1414,9,or/clackamas/_unincorporated,"note 9 relieves lots in the plat of Sieben Creek Estates of the standard they are marked against -- and names middle housing developed under Section 845 as what the relief does NOT reach. A quadplex is exactly that, so on the height cells this note reads in the direction that keeps the 35 feet. It cannot loosen anything here","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,neither,inferred,"It names our building type outright to deny us a plat-specific exemption from the exterior building materials standard, so on Sieben Creek Estates lots we must still comply - but that standard is a facade materials rule a dimensional screen does not hold, and our obligation is unchanged from the printed table.",,False
00059,or/clackamas/_unincorporated/zdo.315.txt,1416,10,or/clackamas/_unincorporated,"note 10 defines a recessed garage: its vehicle entry set back at least five feet further than the dwelling's facade. A definition. This layer already encodes both halves of the cell it defines -- 10 feet to a recessed or absent garage, 19.5 to a non-recessed one","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,neither,inferred,"A definition of recessed garage that the encoded garage entrance setback depends on; it fixes what the term means without moving a number, and our parking is an open court rather than a garage.",,False
00060,or/clackamas/_unincorporated/zdo.315.txt,1418,11,or/clackamas/_unincorporated,note 11 defines a non-recessed garage. The other half of note 10,"['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,stricter,inferred,"A binding placement rule tying any garage or carport door to the dwelling facade, which moves the garage entrance setback the corpus encodes; it binds only if we build a garage or carport, and our parking court is open.",,True
00061,or/clackamas/_unincorporated/zdo.315.txt,1420,12,or/clackamas/_unincorporated,"note 12 does two things and NEITHER reaches this building. It suspends minimum and maximum setbacks inside a Sunnyside Village Resource Protection Area, which is a mapped overlay no layer here answers and which only ever loosens. Then: ""The maximum setback standards do not apply to cottage clusters developed pursuant to Section 845, Triplexes, Quadplexes, Townhouses, and Cottage Clusters."" That trailing list is not a list of building types the relief runs to -- it is the TITLE of Section 845, and this document prints it that way nine times, every one of them unambiguous: ""subject to Section 845, Triplexes, Quadplexes, Townhouses, and Cottage Clusters"" (L1078), ""For townhouses developed pursuant to Section 845, Triplexes, Quadplexes, Townhouses, and Cottage Clusters, there is no minimum lot size"" (L1253). The subject of the sentence is cottage clusters and nothing else. A quadplex is not a cottage cluster, so the encoded 18 foot maximum front setback binds this pod in full and no value moves","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,inferred,"Its first sentence switches off every minimum and maximum setback for any development inside the mapped Sunnyside Village Resource Protection Area, ours included; the second sentence is about cottage clusters and is not ours.",,False
00062,or/clackamas/_unincorporated/zdo.315.txt,1422,13,or/clackamas/_unincorporated,"note 13 removes minimum setbacks on a middle housing lot except at the plat perimeter and against a road. The split-plat regime, looser, and this layer screens the parent lot","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,agree,not_ours,,clear,"Applies only on a lot created by a middle housing land division, which we are explicitly not doing.",,False
00063,or/clackamas/_unincorporated/zdo.315.txt,1424,14,or/clackamas/_unincorporated,"note 14 lets a porch or patio project four feet into the minimum front yard. A projection allowance for a feature the pod does not have, and looser than the setback encoded","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,clear,"Allows a porch or patio on our pod to encroach four feet into the front yard, relaxing the front setback for that element.",,False
00064,or/clackamas/_unincorporated/zdo.315.txt,1428,16,or/clackamas/_unincorporated,"note 16 cuts the minimum setback from one front lot line to eight feet on a corner lot abutting a local or connector road. A relief that needs a corner lot and a road classification this screen does not hold -- and one that only ever loosens, so declining it keeps the encoded 10 feet, which is the safe direction","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,inferred,"On a corner lot abutting a local or connector road it fixes one front setback at eight feet, which relaxes the second frontage; the base front setback row is outside the printed passage, so I cannot rule out that eight feet is larger than the printed minimum.",,False
00065,or/clackamas/_unincorporated/zdo.315.txt,1430,17,or/clackamas/_unincorporated,"note 17 lets awnings, porches, bays and overhangs project four feet into the minimum front setback. A projection allowance, looser","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,clear,Permits four feet of encroachment into the minimum front setback for elements our pod would have.,,False
00066,or/clackamas/_unincorporated/zdo.315.txt,1432,18,or/clackamas/_unincorporated,"note 18 relaxes the MAXIMUM front setback where a public utility easement prevents compliance. A relief on a standard that does bind this building (see note 12), turning on an easement no layer here holds, and declining a relief is the safe direction","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,clear,Relieves our pod of the encoded maximum front setback where a utility easement makes it impossible to meet.,,False
00067,or/clackamas/_unincorporated/zdo.315.txt,1434,19,or/clackamas/_unincorporated,"note 19 exempts dwellings on lots with less than 35 feet of street frontage from that same maximum. A relief again, and on a lot too narrow to hold a 56 foot building across its frontage in any case","['VR45', 'VR57']","['max_coverage_pct', 'max_height_ft', 'setback_front_ft', 'setback_front_max_ft', 'setback_garage_entrance_ft', 'setback_rear_ft', 'setback_side_ft']",13,disagree,reaches,looser,clear,"Our pod is a dwelling, so on a narrow-frontage lot the maximum front setback stops applying.",,False
